Timestamp 	 X 	 Y 	 Z 
1663681526001	11.6542425	0.71455663	6.2931237
1663681526006	10.854741	1.3357933	0.7818548
1663681526011	9.059227	0.73848486	-4.625326
1663681526081	7.9950185	0.3687938	-6.073582
1663681526086	9.025428	0.5374878	-2.9542387
1663681526091	10.1904335	0.5099703	1.2200404
1663681526097	10.6510515	0.59970117	3.3577285
1663681526101	10.257433	0.6966105	1.7380866
1663681526106	9.780962	0.5602196	-0.8222337
1663681526112	9.462418	0.43818563	-2.070689
1663681526173	9.54138	0.41545382	-1.4422739
1663681526178	9.838389	0.52313083	-0.011964113
1663681526182	9.89821	0.62123656	0.6801598
1663681526288	9.801301	0.65712893	0.30059835
1663681526301	9.693624	0.55423754	-0.44985065
1663681526312	9.684052	0.48364928	-0.79112697
1663681526322	9.748658	0.49441698	-0.5913263
1663681526333	9.828818	0.5709873	-0.19621146
1663681526344	9.810872	0.6200402	-0.02632105
1663681526355	9.760623	0.58893347	-0.124426775
1663681526367	9.733106	0.5063811	-0.33738798
1663681526412	9.721141	0.4884349	-0.44626144
1663681526423	9.712767	0.5063811	-0.42951167
1663681526435	9.718748	0.5518447	-0.34097722
1663681526476	9.743873	0.57457656	-0.2536392
1663681526489	9.783355	0.56859446	-0.21415763
1663681526498	9.783355	0.5721837	-0.29072794
1663681526508	9.767801	0.54705906	-0.3900301
1663681526525	9.759426	0.5422734	-0.40917268
1663681526537	9.759426	0.5386842	-0.3385844
1663681526546	9.773783	0.48364928	-0.24526432
1663681526572	9.791729	0.4621139	-0.23808585
1663681526579	9.776176	0.44775695	-0.30508488
1663681526587	9.773783	0.47168517	-0.3684947
1663681526596	9.767801	0.4848457	-0.32183465
1663681526692	9.794122	0.51116675	-0.2644069
1663681526705	9.794122	0.50159544	-0.24047868
1663681526720	9.752248	0.48245287	-0.276371
1663681526734	9.735498	0.474078	-0.33140594
1663681526744	9.748658	0.45134616	-0.32063824
1663681526755	9.761819	0.4429713	-0.3062813
1663681526766	9.767801	0.4621139	-0.2883351
1663681526778	9.764212	0.4728816	-0.27038896
1663681526793	9.760623	0.4872385	-0.2656033
1663681526811	9.779765	0.48364928	-0.25603202
1663681526823	9.798908	0.4728816	-0.26081768
1663681526855	9.798908	0.4668995	-0.26799613
1663681526866	9.806087	0.47168517	-0.28115666
1663681526903	9.816854	0.4776672	-0.3062813
1663681526916	9.845568	0.48245287	-0.28713873
1663681526934	9.992726	0.5458627	-0.26081768
1663681526948	10.434502	0.63559353	-0.19621146
1663681526991	10.690534	0.74566334	-0.023928227
1663681527003	10.241879	0.7360921	0.02871387
1663681527014	9.768997	0.6164509	-0.15433706
1663681527024	9.432507	0.41665024	-0.40079778
1663681527058	9.241081	0.3364907	-0.48454657
1663681527070	9.136993	0.39032918	-0.45822555
1663681527091	9.225528	0.45134616	-0.47018966
1663681527103	9.466006	0.56141603	-0.43908295
1663681527113	9.727123	0.6547361	-0.30029923
1663681527123	9.825229	0.6786643	-0.16510476
1663681527227	9.798908	0.6367899	-0.1160519
1663681527239	9.779765	0.61764735	-0.2428715
1663681527255	9.766604	0.6343971	-0.27038896
1663681527264	9.746265	0.64636123	-0.26919255
1663681527275	9.723534	0.62721866	-0.28115666
1663681527290	9.7654085	0.56859446	-0.26919255
1663681527302	9.807282	0.5626124	-0.28953153
1663681527311	9.838389	0.56500524	-0.25124636
1663681527319	9.783355	0.54705906	-0.23808585
1663681527330	9.640982	0.48006004	-0.2739782
1663681527341	9.51147	0.392722	-0.2620141
1663681527349	9.626625	0.47168517	-0.2548356
1663681527421	9.690035	0.5733801	-0.2440679
1663681527430	9.727123	0.59611195	-0.31944183
1663681527439	9.754641	0.6056832	-0.38763726
1663681527452	9.855139	0.68105716	-0.31226337
1663681527500	9.919745	0.770788	-0.17587246
1663681527512	9.918549	0.8009974	-0.1363909
1663681527525	9.81805	0.75523466	-0.2955136
1663681527541	9.654142	0.68105716	-0.46181476
1663681527553	9.582058	0.6583253	-0.5087739
1663681527585	9.673285	0.663111	-0.44626144
1663681527601	9.78814	0.6655038	-0.2847459
1663681527612	9.797711	0.67028946	-0.25842485
1663681527624	9.727123	0.62961143	-0.34337005
1663681527651	9.723534	0.6164509	-0.39960137
1663681527660	9.856336	0.6774679	-0.29312077
1663681527698	9.785748	0.74446696	-0.21296121
1663681527710	9.584451	0.7468598	-0.39361933
1663681527721	9.5665045	0.7253244	-0.5075775
1663681527730	9.672089	0.7372885	-0.42711884
1663681527741	9.692428	0.7612167	-0.31585258
1663681527815	9.705587	0.76241314	-0.30269206
1663681527827	9.692428	0.7540382	-0.3290131
1663681527838	9.673285	0.7468598	-0.34337005
1663681527851	9.630214	0.75643104	-0.36011982
1663681527861	9.617053	0.76719874	-0.36131623
1663681527869	9.680463	0.7480562	-0.3361916
1663681527905	9.753445	0.74207413	-0.2955136
1663681527916	9.75823	0.750449	-0.23330021
1663681527933	9.791729	0.7719844	-0.22971097
1663681527944	9.85155	0.80817586	-0.29072794
1663681528038	9.900602	0.90029955	-0.3505485
1663681528053	9.858728	0.92542416	-0.34576288
1663681528063	9.75823	0.8883354	-0.317049
1663681528073	9.752248	0.84167534	-0.27517462
1663681528086	9.803694	0.7926225	-0.2883351
1663681528099	9.813265	0.77677006	-0.3505485
1663681528112	9.772587	0.74207413	-0.37686956
1663681528124	9.772587	0.77677006	-0.32303107
1663681528136	9.779765	0.74566334	-0.3062813
1663681528146	9.814461	0.7360921	-0.2883351
1663681528212	9.816854	0.7516454	-0.2536392
1663681528217	9.777372	0.7360921	-0.276371
1663681528223	9.757033	0.78035927	-0.2548356
1663681528229	9.748658	0.80937225	-0.27996024
1663681528234	9.730712	0.8105687	-0.3062813
1663681528246	9.74148	0.80578303	-0.2536392
1663681528299	9.757033	0.80578303	-0.32662028
1663681528313	9.7654085	0.7899306	-0.32542387
1663681528324	9.777372	0.8117651	-0.29312077
1663681528334	9.740284	0.80578303	-0.30388847
1663681528346	9.713963	0.8213364	-0.29312077
1663681528401	9.686445	0.8321041	-0.30149564
1663681528416	9.713963	0.8213364	-0.33379877
1663681528430	9.754641	0.8069794	-0.317049
1663681528442	9.757033	0.7755736	-0.29910284
1663681528451	9.712767	0.7755736	-0.2835495
1663681528500	9.655338	0.79860455	-0.27756742
1663681528512	9.603892	0.8679964	-0.36729828
1663681528524	9.636196	0.97806627	-0.4019942
1663681528538	9.696016	1.0390832	-0.41635114
1663681528548	9.7247305	1.0366904	-0.38285163
1663681528585	9.77498	1.0283155	-0.34456646
1663681528596	9.767801	0.9696914	-0.36131623
1663681528608	9.764212	0.9385847	-0.38883367
1663681528621	9.75823	0.8979067	-0.40797627
1663681528634	9.668499	0.8703892	-0.38644084
1663681528646	9.608679	0.8333005	-0.37567315
1663681528696	9.623035	0.84167534	-0.35533416
1663681528708	9.668499	0.86560357	-0.3361916
1663681528723	9.718748	0.89312106	-0.2883351
1663681528732	9.826426	0.9457632	-0.2739782
1663681528808	9.938888	0.99003035	-0.29192436
1663681528824	10.020244	0.9840483	-0.31106696
1663681528833	10.086046	0.9804591	-0.36729828
1663681528842	10.080065	0.9661021	-0.36011982
1663681528857	10.003494	0.90388876	-0.31106696
1663681528871	9.882657	0.88235337	-0.27996024
1663681528882	9.731909	0.8679964	-0.3481557
1663681528902	9.578469	0.84167534	-0.4211368
