Timestamp 	 X 	 Y 	 Z 
1663078409479	-3.1312501	-8.231251	-32.1375
1663078409657	-3.2250001	-8.26875	-31.893751
1663078409858	-3.43125	-8.587501	-31.85625
1663078410098	-3.35625	-8.681251	-31.7625
1663078410277	-3.5062501	-8.71875	-31.725
1663078410489	-3.5812502	-8.793751	-31.706251
1663078410695	-3.7125	-8.775001	-31.66875
1663078410896	-3.8812501	-8.8125	-31.593752
1663078411112	-4.0875	-9.01875	-31.462502
1663078411281	-4.21875	-9.3	-31.406252
1663078411475	-4.4812503	-9.525001	-31.1625
1663078411696	-4.8562503	-10.05	-30.862501
1663078411903	-5.08125	-10.8	-30.375002
1663078412087	-5.1000004	-11.75625	-29.85
1663078412237	-5.0437503	-13.012501	-29.1375
1663078412475	-4.9875	-14.587501	-28.143751
1663078412674	-4.93125	-16.35	-26.85
1663078412835	-4.96875	-18.337502	-25.35
1663078412952	-4.8562503	-20.362501	-23.90625
1663078413185	-4.7625003	-22.331251	-22.331251
1663078413406	-4.78125	-23.94375	-21.09375
1663078413548	-5.4375	-25.181252	-19.95
1663078413747	-6.3187504	-26.362501	-18.84375
1663078413958	-6.9750004	-27.300001	-17.8875
1663078414151	-7.8750005	-28.031252	-17.175001
1663078414336	-8.90625	-28.687502	-16.21875
1663078414491	-9.918751	-29.362501	-15.243751
1663078414751	-10.856251	-29.906252	-14.45625
1663078414890	-11.681251	-30.50625	-13.462501
1663078415186	-12.1125	-31.3875	-12.375001
1663078415331	-12.431251	-32.025	-11.325001
1663078415490	-12.900001	-32.5125	-10.51875
1663078415669	-13.2375	-32.9625	-9.76875
1663078415888	-13.368751	-33.15	-9.39375
1663078416093	-13.5375	-33.1875	-9.243751
1663078416307	-13.687501	-33.15	-9.150001
1663078416474	-13.931251	-33.131252	-9.225
1663078416675	-14.19375	-32.925003	-9.450001
1663078416834	-14.38125	-32.568752	-9.975
1663078417071	-14.718751	-32.25	-10.387501
1663078417290	-15.093751	-31.875002	-10.9125
1663078417478	-15.450001	-31.575	-11.306251
1663078417700	-15.750001	-31.25625	-11.6625
1663078417839	-16.06875	-31.0125	-11.981251
1663078418090	-16.3125	-30.806252	-12.150001
1663078418198	-16.48125	-30.6375	-12.262501
1663078418430	-16.59375	-30.6	-12.243751
